id,completion,channel
0RY1545__3704,"Experience the perfect blend of style and functionality with Ray-Ban RB1545 Optics Kids eyeglasses. These oval-shaped frames are crafted from polished material in a fuchsia color, offering a fun and vibrant look for your little one. The saddle bridge ensures a comfortable fit while enhancing the overall appeal of these glasses. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|LC - Lens Crafters
0RY1545__3703,"Ray-Ban RB1545 Optics Kids eyeglasses are designed with a youthful spirit and impeccable style. The oval shape adds a touch of sophistication, while the polished blue frame color provides a pop of color. Crafted from durable material, these glasses feature a saddle bridge for added comfort and fit. These frames are ideal for children who want to express their individuality through eyewear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò|LC - Lens Crafters
0RY1544__3580,"Elevate your child's eyewear experience with Ray-Ban RB1544 Optics Kids. These square-shaped glasses feature a polished havana finish, adding a touch of sophistication to any outfit. The frame is made from durable acetate, ensuring longevity and comfort for your little one. With these eyeglasses, kids can step out in style while staying ahead of the game. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical
0RY1544__3579,"Experience the perfect blend of style and utility in Ray-Ban RB1544 Optics Kids eyeglasses. The square shape, crafted from durable acetate, offers a modern twist on a timeless design. The polished black on white frame color adds a touch of sophistication to any outfit. These glasses are not only stylish but also practical for your little ones. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|OPSM - OPSM
0RY1536__3602,"Experience the perfect blend of style and comfort in Ray-Ban RB1536 Optics Kids eyeglasses. Crafted from durable acetate, these square-shaped frames feature a polished finish that adds a touch of sophistication to any look. The dark havana color adds a timeless appeal to these glasses, making them a versatile choice for your little ones. These eyeglasses are available with prescription lenses.",TO - Target Optical|LC - Lens Crafters|OPSM - OPSM|CL - Clearly
0RY1536__3600,"Ray-Ban RB1536 Optics Kids eyeglasses are a perfect balance of style and comfort for your little ones. The square shape, crafted from durable acetate, offers a modern twist to the traditional frame design. The polished finish in dark grey on blue adds a touch of sophistication, making these glasses a stylish choice for any occasion. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM|TO - Target Optical
0RY1535__3600,"Experience the perfect blend of style and comfort with Ray-Ban RB1535 Optics Kids eyeglasses. Crafted from high-quality acetate, these glasses feature a polished finish in a unique dark grey on blue color scheme that is sure to stand out. The rectangle shape adds a touch of sophistication, making these frames a great choice for your little ones. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|CL - Clearly
0RY1535__3579,"Ray-Ban RB1535 Optics Kids frames are designed with a playful yet sophisticated aesthetic. Crafted from durable acetate, the rectangle shape is a timeless choice that complements any face shape. The polished black on white color scheme adds a touch of elegance, making these eyeglasses a versatile choice for your child's everyday look. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0RY1535__3573,"Ray-Ban RB1535 Optics Kids eyeglasses are a perfect blend of style and comfort. The polished black on red acetate frame, with its rectangle shape, offers a modern twist to a timeless design. These glasses are not only stylish but also durable and comfortable for children to wear. With these shades, your little ones can look cool while staying protected from the sun’s rays. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|CL - Clearly
0RY1531__3841,"Ray-Ban RB1531 Optics Kids eyeglasses are a perfect blend of style and comfort for your little ones. The square shape and polished finish give these frames a timeless appeal, while the vibrant green color adds a fun twist to the design. Crafted from durable acetate, these glasses are designed to withstand the rough and tumble of children's play. These eyeglasses are available with prescription lenses.",TO - Target Optical|TO - Target Optical
0RY1531__3840,"Ray-Ban RB1531 Optics Kids eyeglasses are a perfect blend of style and comfort for your little ones. The square shape and polished finish give these glasses a timeless appeal, while the unique color scheme of brown on transparent rose adds a fun twist to the design. Crafted from durable acetate, these frames are designed to withstand the rough-and-tumble lifestyle of children. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RY1531__3839,"Embrace your child's unique sense of style with Ray-Ban RB1531 Optics Kids eyeglasses. The square shape and polished finish give these frames a modern look that your little one will love. Crafted from durable acetate, the blue color is both fun and versatile. These glasses are designed to fit comfortably and ensure optimal vision for children. These eyeglasses are available with prescription lenses.",TO - Target Optical|TO - Target Optical
0RY1531__3764,"Elevate your child's fashion with Ray-Ban RB1531 Optics Kids eyeglasses. The square shape, crafted from durable acetate, offers a modern twist on a timeless design. The polished black on green frame color adds a fun touch to any outfit. These glasses are not only stylish but also suitable for everyday wear. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX8750__1192,"Elevate your style with Ray-Ban RB8750 Optics. Crafted from titanium, these eyeglasses feature a square shape that adds a modern touch to any look. The polished gunmetal color finish gives these frames a sleek and sophisticated appeal. These shades are not just stylish, but also durable and comfortable to wear. Embrace the timeless design of Ray-Ban eyewear and enjoy an optimal fit in style. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|SV - Salmoiraghi e Viganò
0RX8750__1128,"Experience the epitome of sophistication and optical precision with Ray-Ban RB8750 Optics. Crafted from titanium, these eyeglasses feature a square shape that exudes a modern and sleek appeal. The matte finish in gunmetal color adds a touch of sophistication to the overall design. These frames are not only stylish but also durable. These eyeglasses are available with prescription lenses.",GL - Glasses
0RX8747__1002,"Elevate your fashion and optical standards with Ray-Ban RB8747 Optics. The titanium frame offers durability and lightweight comfort, while the polished silver finish adds a touch of sophistication to any look. The phantos shape provides a unique twist on a timeless design, making these eyeglasses a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|LC - Lens Crafters|OPSM - OPSM|TO - Target Optical
0RX8725__1131,"Elevate your style game with Ray-Ban RB8725 Optics. The titanium frame, known for its durability and lightweight properties, is expertly crafted into a sleek rectangle shape that adds a touch of sophistication to any look. The polished light brown finish provides a warm contrast to the frame, creating a unique and stylish aesthetic. These eyeglasses are not only fashionable but also practical. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|OPSM - OPSM
0RX8725__1028,"Elevate your eyewear game with Ray-Ban RB8725 Optics. These titanium glasses feature a matte finish in a stylish rectangle shape, offering both durability and comfort. The gunmetal color adds a touch of sophistication to any look. These eyeglasses are designed for all-day wear, making them a versatile choice for any occasion. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|SV - Salmoiraghi e Viganò|LC - Lens Crafters
0RX8724__1128,"Elevate your eyewear game with Ray-Ban RB8724 Optics. The titanium frame, known for its durability and lightweight, offers a comfortable fit while ensuring longevity. The matte gunmetal finish adds a modern twist to the timeless rectangle shape, making these glasses a versatile choice for all. Embrace the unique blend of style and functionality with Ray-Ban RB8724 Optics. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM|LC - Lens Crafters|OPSM - OPSM
0RX8724__1000,"Discover the impeccable synergy of style and performance in Ray-Ban RB8724 Optics. The titanium frame, known for its durability and lightness, is meticulously crafted into a sleek rectangle shape. The polished gunmetal finish adds a touch of sophistication to these eyeglasses. These shades are designed to complement any outfit and any occasion. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow|LC - Lens Crafters
0RX8416__3016,"Elevate your fashion with Ray-Ban RB8416 Optics. The square shape and matte finish give these eyeglasses a modern and sophisticated look. Crafted from durable metal, the frame is available in a striking blue color that adds a pop of color to any outfit. These shades are not just stylish but also practical, making them an excellent choice for everyday wear. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX8416__2916,"Elevate your style and vision with Ray-Ban RB8416 Optics. The square shape, crafted from durable metal, offers a modern and sophisticated look. The black on gunmetal frame color finish adds a touch of elegance to any outfit. These eyeglasses are not only stylish but also versatile. Embrace the timeless appeal of Ray-Ban with this sleek pair of shades. These eyeglasses are available with prescription lenses.",TO - Target Optical|LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM|CL - Clearly
0RX8416__2503,"Elevate your style quotient with Ray-Ban RB8416 Optics. The square shape and matte black finish give these eyeglasses a timeless appeal. Crafted from durable metal, these frames are designed to withstand everyday wear and tear. Ideal for those seeking a sleek, modern look, these glasses are a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",TO - Target Optical|SV - Salmoiraghi e Viganò|GL - Glasses|LC - Lens Crafters|OPSM - OPSM
0RX8416M__F045,"Experience the thrill of speed and precision in these Ray-Ban RB8416M Scuderia Ferrari Collection eyeglasses. The square shape, crafted from durable metal, offers a modern and sophisticated look. The matte red frame color adds a touch of style to your outfit, while the black temples provide a sleek contrast. These shades are not only stylish but also practical for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0RX8416M__F041,"Experience the perfect blend of style and performance with Ray-Ban RB8416M Scuderia Ferrari Collection eyeglasses. Crafted from durable metal, these square-shaped frames are designed to withstand the rigors of everyday wear and tear. The matte black finish adds a sleek, modern touch, while the square shape provides a timeless look. These shades are not just stylish but also practical. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0RX7066__5943,"Ray-Ban RB7066 Optics are a perfect blend of style and comfort. The square shape frame, crafted from polished transparent material, offers a unique and modern look. The polished finish adds a touch of sophistication to the overall design. These eyeglasses can be customized with your own lenses to suit your individual preferences. These eyeglasses are available with prescription lenses.",GL - Glasses|CL - Clearly|GL - Glasses|CL - Clearly
0RX8412__2503,"Discover the impeccable synergy of style and performance in Ray-Ban RB8412 Optics. These eyeglasses feature a matte black metal frame in a rectangle shape, offering a modern and sophisticated look. The black color adds a touch of elegance to any outfit, making these glasses a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|LC - Lens Crafters|TO - Target Optical
0RX8412__2502,"Experience the epitome of style and sophistication with Ray-Ban RB8412 Optics. The polished gunmetal metal frame, combined with a rectangle shape, creates a timeless look that is versatile for any occasion. These eyeglasses feature a unique design detail on the temples, adding a touch of elegance to your look. These eyeglasses are available with prescription lenses.",TO - Target Optical|LC - Lens Crafters
0RX7176__2000,"Ray-Ban RB7176 Optics re-define the boundaries of style and performance integration. The rectangle shape, combined with a polished black frame color, creates a sleek and modern look. These eyeglasses are designed to offer both comfort and versatility. With their timeless appeal, these frames are a versatile addition to any eyewear collection. These eyeglasses are available with prescription lenses.",GL - Glasses|CL - Clearly|OPSM - OPSM|CL - Clearly
0RX8247V__1224,"Elevate your style quotient while optimizing performance with Ray-Ban Round Titanium Optics. The square shape and polished finish of the titanium frame offer a modern, sleek look. The silver color adds a touch of sophistication to any outfit. These eyeglasses are a versatile choice for those seeking both fashion and function. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM
0RX8247V__1223,"Elevate your eyewear game with the integration of superior technology and timeless design in Ray-Ban Round Titanium Optics. Crafted from titanium, these square-shaped glasses are lightweight and durable, ensuring a comfortable fit. The polished gunmetal frame color adds a touch of sophistication to any outfit. These eyeglasses are a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses|SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow|LC - Lens Crafters
0RX8247V__1222,"Elevate your fashion and optical standards with Ray-Ban Round Titanium Optics. Crafted from titanium, these eyeglasses are durable and lightweight for all-day comfort. The square shape and polished finish in a unique antique gold color give a modern twist to the iconic round design. These glasses ensure you look stylish while maximizing vision. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|OPSM - OPSM
0RX8157V__1224,"Experience the ideal blend of style and performance with Ray-Ban Frank Titanium Optics. The square shape, crafted from lightweight titanium, offers a modern and sophisticated look. The polished silver frame color adds a touch of elegance to any outfit. These eyeglasses are not just stylish but also durable, providing years of comfortable vision. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|GL - Glasses
0RX8157V__1223,"Experience the epitome of luxury and performance with Ray-Ban Frank Titanium Optics. The square shape, crafted from titanium, ensures durability and a lightweight feel. The polished gunmetal frame color adds a touch of sophistication to any look. These eyeglasses are not only stylish but also practical. Embrace the future with Ray-Ban's cutting-edge technology. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò|LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow
0RX7177__5992,"Elevate your fashion and optical standards with Ray-Ban RB7177 Optics. These eyeglasses feature a polished yellow light havana frame in a square shape, offering a modern twist on the iconic style. The unique color combination adds a touch of sophistication to any look, making these glasses perfect for everyday wear. These frames are designed to provide you with superior vision while enhancing your personal style. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|TO - Target Optical|DC - David Clulow
0RX8064V__1221,"Elevate your fashion while maintaining peak performance with Ray-Ban RB8064 Titanium Optics. The irregular shape and polished finish give these eyeglasses a unique and modern look. Crafted from titanium, the frame is lightweight and durable, making it ideal for everyday wear. The silver color adds a touch of sophistication to any look. These eyeglasses are available with prescription lenses.",GL - Glasses
0RX8063V__1223,"Introducing the Ray-Ban RB8063 Titanium Optics, a pair of eyeglasses that redefines the standards of style and performance. Crafted from titanium, these pilot-shaped glasses are lightweight and durable. The matte grey finish adds a modern touch to the timeless design. Perfect for those seeking a fashion-forward yet practical accessory. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX8063V__1222,"Experience the epitome of luxury and performance with Ray-Ban RB8063 Titanium Optics. The pilot shape, crafted from titanium, ensures durability and lightweight comfort. The matte finish in an antique gold color adds a touch of elegance to these eyeglasses. These frames are designed to provide you with superior vision while also serving as a fashion statement. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7244__8100,"Ray-Ban RB7244 Optics are a perfect blend of style and comfort. These eyeglasses feature a polished blue frame in a unique pillow shape, offering a modern twist on the iconic aviator design. The frame is made from durable material, ensuring longevity and versatility. These glasses are not only stylish but also practical for everyday wear. Embrace your individuality with these unique shades from Ray-Ban. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò
0RX7244__8099,"Achieve a unique look with Ray-Ban RB7244 Optics. The pillow shape and polished finish of the red cherry frame offer a modern and stylish appeal. These eyeglasses are designed to be both practical and fashionable, making them an ideal choice for those seeking to enhance their vision while expressing their individuality. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0RX7244__2012,"Ray-Ban RB7244 Optics redefines the standards for optical excellence. The pillow-shaped frame, crafted from high-quality materials, is designed to provide a comfortable fit while ensuring durability. The polished havana finish lends a sophisticated touch to these eyeglasses, making them a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7244__2000,"Experience the ultimate blend of style and performance with Ray-Ban RB7244 Optics. The pillow shape, combined with a polished black frame, offers a sleek and sophisticated look that is versatile enough to go with any outfit. These eyeglasses are designed to provide excellent vision while also serving as a fashion-forward accessory. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|CL - Clearly
0RX7192M__F621,"Ray-Ban RB7192M Scuderia Ferrari Collection eyeglasses showcase a seamless fusion of style and performance. Featuring a polished blue frame with a rectangle shape, these glasses are designed to complement any outfit. The unique collaboration between Ray-Ban and Ferrari ensures that every detail is carefully crafted for optimal comfort and style. These eyeglasses are a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",OPSM - OPSM|SV - Salmoiraghi e Viganò
0RX7190__8084,"Elevate your fashion and optical standards with Ray-Ban RB7190 Optics. The square shape and polished finish of the transparent blue frame provide a modern, yet timeless look. Crafted from durable material, these eyeglasses are designed to withstand everyday wear and tear. Embrace the synergy of style and functionality with these versatile shades. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow
0RX7190__8083,"Elevate your style quotient with Ray-Ban RB7190 Optics. The square shape and polished frame in a unique transparent grey color, create a modern and sophisticated look. Crafted from high-quality material, these eyeglasses are not only stylish but also durable. Embrace Ray-Ban's optical expertise and experience the perfect blend of fashion and functionality. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|DC - David Clulow
0RX7190__5943,"Elevate your fashion and optical standards simultaneously with Ray-Ban RB7190 Optics. The square shape, combined with a polished transparent frame in a unique color, creates a modern and sophisticated look. These eyeglasses feature a polished transparent frame in a unique color, offering a stylish twist on the traditional black or tortoise frames. Embrace the future of eyewear with these stylish glasses from Ray-Ban. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM|CL - Clearly
0RX7190__2012,"Elevate your style quotient while ensuring optimal vision with Ray-Ban RB7190 Optics. The square shape and polished havana frame color give these glasses a timeless appeal. Crafted from durable material, the frame is designed to withstand everyday wear and tear. These eyeglasses are not only stylish but also practical. These eyeglasses are available with prescription lenses.",CL - Clearly
0RX7190__2000,"Ray-Ban RB7190 Optics are a perfect blend of style and comfort. The square shape and polished black frame offer a timeless look that is always in fashion. These eyeglasses feature a polished black frame, making them versatile enough to pair with any outfit. With their sleek design and superior quality, these glasses are a must-have accessory for everyday wear. These eyeglasses are available with prescription lenses.",CL - Clearly
0RX7188__5940,"Experience the perfect blend of style and comfort in Ray-Ban RB7188 Optics. The polished, transparent light brown frame in a cat eye shape adds a touch of vintage charm to your look. The key bridge design ensures a secure fit, while the lightweight material makes these glasses comfortable to wear all day long. These eyeglasses offer both fashion and functionality. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical
0RX7188__2012,"Elevate your fashion and optical standards simultaneously with Ray-Ban RB7188 Optics. The cat eye shape adds a touch of vintage glamour to any look, while the polished havana frame color finish ensures a modern and sophisticated feel. The key bridge design adds an extra touch of uniqueness to these eyeglasses. These frames are not just stylish but also practical, making them a must-have accessory for every fashion-forward individual. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7186__8088,"Elevate your eyewear style with Ray-Ban RB7186 Optics. The square shape and matte finish offer a modern twist on the traditional frame design. Crafted from peek, these eyeglasses are durable and lightweight. The purple color adds a pop of color to your look, making these glasses a versatile accessory for any outfit. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7186__5521,"Elevate your eyewear game with Ray-Ban RB7186 Optics. The square shape and peek material give these glasses a modern and sophisticated look. The matte finish in sand grey adds a touch of elegance, making these eyeglasses a versatile addition to any outfit. These frames are designed with comfort in mind, ensuring you can enjoy them for years to come. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7185__8084,"Elevate your eyewear fashion quotient with Ray-Ban RB7185 glasses. The square shape and key bridge offer a modern twist to a timeless design, while the polished transparent blue frame color adds a touch of sophistication. These eyeglasses are not just stylish but also practical. The frame offers optimal comfort and durability, making it an ideal choice for everyday wear. Embrace the trendiest shades in town with these versatile eyeglasses from Ray-Ban. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|GL - Glasses|SV - Salmoiraghi e Viganò|GL - Glasses
0RX7185__8083,"Elevate your style while enhancing your vision with Ray-Ban RB7185 eyeglasses. The square shape and polished finish of the transparent grey frame create a sleek, modern look. The key bridge adds a unique touch to these glasses, making them stand out from the crowd. These frames are not only stylish but also versatile, suiting any face shape or personal preference. These eyeglasses are available with prescription lenses.",OPSM - OPSM|GL - Glasses|SV - Salmoiraghi e Viganò|LC - Lens Crafters|GL - Glasses
0RX7185__5995,"Experience the perfect balance of style and optical efficiency with Ray-Ban RB7185 Optics. The square shape and polished finish give these glasses a modern, sophisticated look. The frame color is transparent violet, adding a touch of playfulness to the overall design. The key bridge adds an interesting detail to the frame, making it stand out from other eyewear pieces. These shades are not just stylish but also practical. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|SV - Salmoiraghi e Viganò
0RX7185__5940,"Discover the impeccable balance of style and comfort in Ray-Ban RB7185 eyeglasses. The square shape and polished light brown frame color offer a timeless appeal, while the key bridge adds a modern touch. These glasses feature a unique design, making them not only stylish but also practical for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX7185__2000,"Elevate your fashion and optical standards with Ray-Ban RB7185. The square shape and polished black frame create a sleek and sophisticated look, while the key bridge adds a touch of vintage charm. These eyeglasses are designed to fit all faces perfectly, making them a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|SV - Salmoiraghi e Viganò|LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM|GL - Glasses
0RX7183__8062,"Experience the perfect blend of style and comfort with Ray-Ban RB7183 Optics. These square-shaped eyeglasses feature a matte finish, offering a modern twist on a timeless design. Crafted from peek material, these frames are lightweight and durable. The unique sand green color adds a pop of color to your look while remaining versatile enough to match any outfit. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7183__5521,"Experience the perfect blend of style and performance with Ray-Ban RB7183 Optics. The square shape, combined with peek material, creates a modern and sophisticated look. The matte finish in sand grey adds a touch of elegance to the frame, making it versatile for everyday wear. These eyeglasses are designed to last and provide optimal comfort. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7183__5204,"Elevate your eyewear game with Ray-Ban RB7183 Optics. The square shape and peek material give these glasses a modern and sophisticated look. The matte finish in a unique sand black color adds an edgy touch to your style. These eyeglasses are not just stylish but also practical, making them the perfect choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX7180M__F626,"Ray-Ban RB7180M Scuderia Ferrari Collection eyeglasses are a sleek and stylish choice for those who appreciate the finer things in life. Crafted from peek material, these frames offer durability and comfort. The round shape and matte finish give them a timeless appeal, while the grey color adds a modern twist. Embrace your inner racer with these exquisite eyewear pieces from Ray-Ban and Ferrari. These eyeglasses are available with prescription lenses.",GL - Glasses
0RX7180M__F602,"Experience the perfect combination of style and performance with Ray-Ban RB7180M Scuderia Ferrari Collection eyeglasses. Crafted from peek material, these round-shaped glasses are designed to withstand rigorous use. The matte black finish adds a touch of sophistication to your look, while the round shape gives a timeless appeal. These shades are not just stylish but also practical. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX7177__2012,"Elevate your fashion while optimizing performance with Ray-Ban RB7177 Optics. Crafted in a square shape, these eyeglasses feature a polished havana frame that adds a touch of sophistication to any look. The black color on the rim gives these glasses a sleek and modern edge. With their timeless design and impeccable quality, these frames are a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",TO - Target Optical|OPSM - OPSM|LC - Lens Crafters
0RX7177__2000,"Elevate your fashion while optimizing performance with Ray-Ban RB7177 Optics. Crafted in a polished black finish, these square-shaped eyeglasses feature a unique interplay between light and shadow, creating a striking visual effect. The black frame color adds a touch of sophistication to any look. These shades are not just stylish but also practical, making them the perfect choice for everyday wear. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX7177__5994,"Experience the epitome of style and optical precision with Ray-Ban RB7177 Optics. The square shape and polished finish give these glasses a sleek, modern look. The frame is made from transparent material, allowing you to customize them with your choice of lenses. These eyeglasses are not only stylish but also versatile. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|TO - Target Optical|DC - David Clulow
0RX7177F__2000,"Elevate your style with Ray-Ban RB7177 eyeglasses. The square shape and polished black frame color give these glasses a sleek, modern look. Crafted from durable material, these frames are designed to last. Embrace the versatility of these shades and match them with any outfit for a stylish look. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX7176__5943,"Elevate your fashion while optimizing utility with Ray-Ban RB7176 Optics. The polished, transparent frame in a modern rectangle shape offers a sleek and sophisticated look. These eyeglasses are designed to be versatile and can be paired with any outfit for a polished finish. The transparency of the frame adds a unique element to these glasses, making them stand out from the crowd. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0RX7176__2012,"Experience the epitome of style and sophistication with Ray-Ban RB7176 Optics. The polished striped havana frame, paired with a rectangle shape, creates a timeless look that is versatile for any occasion. These eyeglasses are designed to provide optimal comfort while maintaining their stylish appeal. Embrace the synergy of fashion and function with these exquisite frames. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|CL - Clearly
0RX7176F__5943,"Ray-Ban RB7176 eyeglasses seamlessly blend the iconic rectangle shape with a modern, polished finish. The transparent frame color, coupled with the polished black detailing, creates a striking contrast that is sure to turn heads. These glasses are not only stylish but also versatile, making them an excellent choice for everyday wear. With their timeless appeal and contemporary design, these frames represent the epitome of cool. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX8157V__1225,"Elevate your style with Ray-Ban Frank Titanium Optics. The square shape and polished gold titanium frame offer a modern and sophisticated look. Crafted from durable titanium, these eyeglasses are lightweight and comfortable to wear all day long. Whether you're at work or just hanging out with friends, these frames will complement any outfit. These eyeglasses are available with prescription lenses.",GL - Glasses|SV - Salmoiraghi e Viganò
0RX7118__8065,"Ray-Ban Dean Optics are a perfect blend of style and comfort. The polished brown havana frame, has a unique phantos shape that adds a touch of sophistication to any look. These eyeglasses feature a versatile color scheme that makes them a great choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses
0RX7118__2000,"Ray-Ban Dean Optics are a perfect blend of timeless design and modern style. The phantos shape, crafted from durable material, offers a unique and stylish look. The polished black frame color adds a touch of sophistication to any outfit. These eyeglasses are not only stylish but also versatile enough for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|LC - Lens Crafters|OPSM - OPSM|TO - Target Optical|LC - Lens Crafters
0RX7078__2012,"Elevate your style quotient with Ray-Ban RB7078 Optics. The polished havana frame, in a square shape, exudes a timeless appeal. These eyeglasses feature a versatile color scheme that makes them a perfect match for any outfit. Crafted from durable material, these frames are designed to last. Embrace the harmonious blend of fashion and functionality with Ray-Ban RB7078 Optics. These eyeglasses are available with prescription lenses.",TO - Target Optical|CL - Clearly
0RX7074__5365,"Elevate your fashion while optimizing functionality with Ray-Ban RB7074 Optics. The square shape and matte havana frame color offer a modern twist on the iconic style. Crafted with a key bridge for added comfort, these eyeglasses are not only stylish but also practical. Embrace the timeless appeal of Ray-Ban with these unique shades. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|TO - Target Optical
0RX7066__8100,"Elevate your style and opt for efficiency with Ray-Ban RB7066 Optics. The square shape and polished finish of the frame offer a modern and sophisticated look. Crafted from durable acetate, the eyeglasses feature a striking blue color that adds a pop of color to any outfit. These shades are not only stylish but also practical. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX7066__5995,"Experience the perfect fusion of style and functionality with Ray-Ban RB7066 Optics. The square shape and polished finish give these glasses a modern, yet timeless appeal. The frame is made of transparent violet acetate, offering a unique and vibrant color that complements any look. These eyeglasses are not only stylish but also versatile. Choose Ray-Ban RB7066 Optics for a fashion-forward statement that also enhances your vision. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses|TO - Target Optical
0RX7066__5994,"Elevate your eyewear and style with Ray-Ban RB7066 square glasses. The polished, transparent frame in a unique shade of gray offers a modern twist to the iconic black color. The square shape adds a touch of sophistication to any look, making these frames a versatile choice for everyday wear. Pair these shades with any outfit for a stylish and practical accessory. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX8247V__1225,"Experience the ideal blend of style and comfort with Ray-Ban Round Titanium Optics. Crafted from titanium, these eyeglasses are lightweight and durable. The square shape and polished gold frame color offer a modern twist on the iconic round design. These shades are not only stylish but also practical for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses|OPSM - OPSM|DC - David Clulow|LC - Lens Crafters
